Year,Country of Origin Code,Country of Asylum Code,Country of Origin Name,Country of Asylum Name,Refugees,Asylum seekers,Other people in need of international protection,Internally displaced persons,Stateless Persons,Others of concern to UNHCR,Host community
#date+year,#country+code+origin,#country+code+asylum,#country+name+origin,#country+name+asylum,#affected+refugees,#affected+asylum_seekers,#affected+oip,#affected+idps,#affected+stateless,#affected+others,#affected+hst
2017,MMR,PHL,Myanmar,Philippines,10,0,0,0,0,0,0
2017,MMR,ROU,Myanmar,Romania,29,0,0,0,0,0,0
2017,MMR,ESP,Myanmar,Spain,5,5,0,0,0,0,0
2017,MMR,SWE,Myanmar,Sweden,16,5,0,0,0,0,0
2017,MMR,CHE,Myanmar,Switzerland,40,0,0,0,0,0,0
2017,MMR,THA,Myanmar,Thailand,99982,254,0,0,0,109,0
2017,MMR,TUR,Myanmar,Türkiye,0,15,0,0,0,0,0
2017,MMR,UKR,Myanmar,Ukraine,0,10,0,0,0,0,0
2017,MMR,USA,Myanmar,United States of America,1623,779,0,0,0,0,0
2018,MMR,AUS,Myanmar,Australia,550,224,0,0,0,0,0
2018,MMR,AUT,Myanmar,Austria,32,12,0,0,0,0,0
2018,MMR,BEL,Myanmar,Belgium,9,0,0,0,0,0,0
2018,MMR,BGD,Myanmar,Bangladesh,906635,0,0,0,0,0,0
2018,MMR,BRA,Myanmar,Brazil,0,8,0,0,0,0,0
2018,MMR,BGR,Myanmar,Bulgaria,0,5,0,0,0,0,0
2018,MMR,CAN,Myanmar,Canada,55,23,0,0,0,0,0
2018,MMR,CZE,Myanmar,Czechia,145,0,0,0,0,0,0
2018,MMR,DNK,Myanmar,Denmark,30,12,0,0,0,0,0
2018,MMR,FIN,Myanmar,Finland,30,5,0,0,0,0,0
2018,MMR,FRA,Myanmar,France,321,28,0,0,0,0,0
2018,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,721,61,0,0,0,0,0
2018,MMR,DEU,Myanmar,Germany,854,150,0,0,0,0,0
2018,MMR,GRC,Myanmar,Greece,50,65,0,0,0,0,0
2018,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2018,MMR,IND,Myanmar,India,18813,2064,0,0,0,0,0
2018,MMR,IDN,Myanmar,Indonesia,713,113,0,0,0,0,0
2018,MMR,IRL,Myanmar,Ireland,8,8,0,0,0,0,0
2018,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,33,0,0,0,0,0
2018,MMR,ISR,Myanmar,Israel,0,23,0,0,0,0,0
2018,MMR,ITA,Myanmar,Italy,43,14,0,0,0,0,0
2018,MMR,JPN,Myanmar,Japan,1125,0,0,0,0,0,0
2018,MMR,KOR,Myanmar,Republic of Korea,328,27,0,0,0,0,0
2018,MMR,LKA,Myanmar,Sri Lanka,33,0,0,0,0,0,0
2018,MMR,MYS,Myanmar,Malaysia,114227,26448,0,0,0,0,0
2018,MMR,MMR,Myanmar,Myanmar,0,0,0,370306,0,0,0
2018,MMR,NPL,Myanmar,Nepal,332,34,0,0,0,0,0
2018,MMR,NLD,Myanmar,Netherlands (Kingdom of the),567,22,0,0,0,0,0
2018,MMR,NOR,Myanmar,Norway,128,10,0,0,0,0,0
2018,MMR,NRU,Myanmar,Nauru,115,13,0,0,0,0,0
2018,MMR,NZL,Myanmar,New Zealand,7,5,0,0,0,0,0
2018,MMR,PAK,Myanmar,Pakistan,22,31,0,0,0,0,0
2018,MMR,PHL,Myanmar,Philippines,10,0,0,0,0,0,0
2018,MMR,PNG,Myanmar,Papua New Guinea,0,5,0,0,0,0,0
2018,MMR,ROU,Myanmar,Romania,29,5,0,0,0,0,0
2018,MMR,ESP,Myanmar,Spain,5,5,0,0,0,0,0
2018,MMR,SWE,Myanmar,Sweden,15,11,0,0,0,0,0
2018,MMR,CHE,Myanmar,Switzerland,36,0,0,0,0,0,0
2018,MMR,THA,Myanmar,Thailand,97603,0,0,0,0,98,0
2018,MMR,TUR,Myanmar,Türkiye,0,26,0,0,0,0,0
2018,MMR,UKR,Myanmar,Ukraine,0,13,0,0,0,0,0
2018,MMR,USA,Myanmar,United States of America,1553,956,0,0,0,0,0
2019,MMR,AUS,Myanmar,Australia,506,223,0,0,0,0,0
2019,MMR,AUT,Myanmar,Austria,34,7,0,0,0,0,0
2019,MMR,BEL,Myanmar,Belgium,8,0,0,0,0,0,0
2019,MMR,BGD,Myanmar,Bangladesh,854764,0,0,0,0,0,0
2019,MMR,BRA,Myanmar,Brazil,0,6,0,0,0,0,0
2019,MMR,CAN,Myanmar,Canada,0,14,0,0,0,0,0
2019,MMR,CZE,Myanmar,Czechia,145,0,0,0,0,0,0
2019,MMR,DNK,Myanmar,Denmark,28,11,0,0,0,0,0
2019,MMR,FIN,Myanmar,Finland,32,5,0,0,0,0,0
2019,MMR,FRA,Myanmar,France,329,6,0,0,0,0,0
2019,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,613,54,0,0,0,0,0
2019,MMR,DEU,Myanmar,Germany,851,294,0,0,0,0,0
2019,MMR,GRC,Myanmar,Greece,74,24,0,0,0,0,0
2019,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2019,MMR,IND,Myanmar,India,2574,676,0,0,0,0,0
2019,MMR,IDN,Myanmar,Indonesia,595,33,0,0,0,0,0
2019,MMR,IRL,Myanmar,Ireland,13,5,0,0,0,0,0
2019,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,33,0,0,0,0,0
2019,MMR,ISR,Myanmar,Israel,0,23,0,0,0,0,0
2019,MMR,ITA,Myanmar,Italy,49,5,0,0,0,0,0
2019,MMR,JPN,Myanmar,Japan,668,0,0,0,0,0,0
2019,MMR,KOR,Myanmar,Republic of Korea,363,72,0,0,0,0,0
2019,MMR,LKA,Myanmar,Sri Lanka,34,0,0,0,0,0,0
2019,MMR,MYS,Myanmar,Malaysia,119231,34546,0,0,0,0,0
2019,MMR,MMR,Myanmar,Myanmar,0,0,0,312018,0,0,0
2019,MMR,NPL,Myanmar,Nepal,351,11,0,0,0,0,0
2019,MMR,NLD,Myanmar,Netherlands (Kingdom of the),495,40,0,0,0,0,0
2019,MMR,NOR,Myanmar,Norway,109,0,0,0,0,0,0
2019,MMR,NRU,Myanmar,Nauru,66,13,0,0,0,0,0
2019,MMR,NZL,Myanmar,New Zealand,12,0,0,0,0,0,0
2019,MMR,PAK,Myanmar,Pakistan,23,31,0,0,0,0,0
2019,MMR,PHL,Myanmar,Philippines,7,0,0,0,0,0,0
2019,MMR,PNG,Myanmar,Papua New Guinea,5,0,0,0,0,0,0
2019,MMR,ROU,Myanmar,Romania,26,0,0,0,0,0,0
2019,MMR,ESP,Myanmar,Spain,8,0,0,0,0,0,0
2019,MMR,SWE,Myanmar,Sweden,10,12,0,0,0,0,0
2019,MMR,CHE,Myanmar,Switzerland,34,0,0,0,0,0,0
2019,MMR,THA,Myanmar,Thailand,93335,13,0,0,0,119,0
2019,MMR,UKR,Myanmar,Ukraine,0,6,0,0,0,0,0
2019,MMR,USA,Myanmar,United States of America,1429,1294,0,0,0,0,0
2020,MMR,AUS,Myanmar,Australia,477,310,0,0,0,0,0
2020,MMR,AUT,Myanmar,Austria,35,5,0,0,0,0,0
2020,MMR,BEL,Myanmar,Belgium,8,0,0,0,0,0,0
2020,MMR,BGD,Myanmar,Bangladesh,866518,0,0,0,0,0,0
2020,MMR,BRA,Myanmar,Brazil,0,6,0,0,0,0,0
2020,MMR,BIH,Myanmar,Bosnia and Herzegovina,0,0,0,0,0,5,0
2020,MMR,CZE,Myanmar,Czechia,145,0,0,0,0,0,0
2020,MMR,DNK,Myanmar,Denmark,21,0,0,0,0,0,0
2020,MMR,FIN,Myanmar,Finland,33,6,0,0,0,0,0
2020,MMR,FRA,Myanmar,France,324,5,0,0,0,0,0
2020,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,511,64,0,0,0,0,0
2020,MMR,DEU,Myanmar,Germany,869,443,0,0,0,0,0
2020,MMR,GRC,Myanmar,Greece,101,16,0,0,0,0,0
2020,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2020,MMR,IND,Myanmar,India,19398,1974,0,0,0,0,0
2020,MMR,IDN,Myanmar,Indonesia,491,418,0,0,0,0,0
2020,MMR,IRL,Myanmar,Ireland,13,5,0,0,0,0,0
2020,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,34,0,0,0,0,0
2020,MMR,ISR,Myanmar,Israel,0,26,0,0,0,0,0
2020,MMR,ITA,Myanmar,Italy,0,6,0,0,0,0,0
2020,MMR,JPN,Myanmar,Japan,285,0,0,0,0,0,0
2020,MMR,KOR,Myanmar,Republic of Korea,390,51,0,0,0,0,0
2020,MMR,LKA,Myanmar,Sri Lanka,34,0,0,0,0,0,0
2020,MMR,MYS,Myanmar,Malaysia,119578,34459,0,0,0,0,0
2020,MMR,MMR,Myanmar,Myanmar,0,0,0,370320,0,0,0
2020,MMR,NPL,Myanmar,Nepal,359,25,0,0,0,0,0
2020,MMR,NLD,Myanmar,Netherlands (Kingdom of the),333,26,0,0,0,0,0
2020,MMR,NOR,Myanmar,Norway,49,5,0,0,0,0,0
2020,MMR,NRU,Myanmar,Nauru,74,0,0,0,0,0,0
2020,MMR,NZL,Myanmar,New Zealand,12,0,0,0,0,0,0
2020,MMR,PAK,Myanmar,Pakistan,23,31,0,0,0,0,0
2020,MMR,PHL,Myanmar,Philippines,5,0,0,0,0,0,0
2020,MMR,PNG,Myanmar,Papua New Guinea,5,0,0,0,0,0,0
2020,MMR,ROU,Myanmar,Romania,24,0,0,0,0,0,0
2020,MMR,SAU,Myanmar,Saudi Arabia,0,87,0,0,0,0,0
2020,MMR,ESP,Myanmar,Spain,9,0,0,0,0,0,0
2020,MMR,SWE,Myanmar,Sweden,9,9,0,0,0,0,0
2020,MMR,CHE,Myanmar,Switzerland,30,0,0,0,0,0,0
2020,MMR,THA,Myanmar,Thailand,91805,0,0,0,0,146,0
2020,MMR,UKR,Myanmar,Ukraine,0,6,0,0,0,0,0
2020,MMR,USA,Myanmar,United States of America,1272,2190,0,0,0,0,0
2021,MMR,ARM,Myanmar,Armenia,0,5,0,0,0,0,0
2021,MMR,AUS,Myanmar,Australia,407,777,0,0,0,0,0
2021,MMR,AUT,Myanmar,Austria,32,9,0,0,0,0,0
2021,MMR,BEL,Myanmar,Belgium,8,5,0,0,0,0,0
2021,MMR,BGD,Myanmar,Bangladesh,918898,0,0,0,0,0,0
2021,MMR,BRA,Myanmar,Brazil,0,6,0,0,0,0,0
2021,MMR,KHM,Myanmar,Cambodia,8,7,0,0,0,0,0
2021,MMR,CAN,Myanmar,Canada,9,22,0,0,0,0,0
2021,MMR,CZE,Myanmar,Czechia,149,0,0,0,0,0,0
2021,MMR,DNK,Myanmar,Denmark,13,5,0,0,0,0,0
2021,MMR,FIN,Myanmar,Finland,32,5,0,0,0,0,0
2021,MMR,FRA,Myanmar,France,355,12,0,0,0,0,0
2021,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,367,87,0,0,0,0,0
2021,MMR,DEU,Myanmar,Germany,890,472,0,0,0,0,0
2021,MMR,GRC,Myanmar,Greece,100,7,0,0,0,0,0
2021,MMR,IND,Myanmar,India,35832,3785,0,0,0,0,0
2021,MMR,IDN,Myanmar,Indonesia,480,202,0,0,0,0,0
2021,MMR,IRL,Myanmar,Ireland,13,5,0,0,0,0,0
2021,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,34,0,0,0,0,0
2021,MMR,ISR,Myanmar,Israel,0,104,0,0,0,0,0
2021,MMR,ITA,Myanmar,Italy,5,9,0,0,0,0,0
2021,MMR,JPN,Myanmar,Japan,583,0,0,0,0,0,0
2021,MMR,KOR,Myanmar,Republic of Korea,396,107,0,0,0,0,0
2021,MMR,LKA,Myanmar,Sri Lanka,35,0,0,0,0,0,0
2021,MMR,MYS,Myanmar,Malaysia,120598,34807,0,0,0,0,0
2021,MMR,MMR,Myanmar,Myanmar,0,0,0,671011,0,0,0
2021,MMR,NPL,Myanmar,Nepal,377,101,0,0,0,0,0
2021,MMR,NLD,Myanmar,Netherlands (Kingdom of the),203,20,0,0,0,0,0
2021,MMR,NOR,Myanmar,Norway,22,5,0,0,0,0,0
2021,MMR,NRU,Myanmar,Nauru,71,0,0,0,0,0,0
2021,MMR,NZL,Myanmar,New Zealand,12,17,0,0,0,0,0
2021,MMR,PAK,Myanmar,Pakistan,23,31,0,0,0,0,0
2021,MMR,PHL,Myanmar,Philippines,10,0,0,0,0,0,0
2021,MMR,PNG,Myanmar,Papua New Guinea,5,0,0,0,0,0,0
2021,MMR,ROU,Myanmar,Romania,30,0,0,0,0,0,0
2021,MMR,SAU,Myanmar,Saudi Arabia,0,115,0,0,0,0,0
2021,MMR,ESP,Myanmar,Spain,8,5,0,0,0,0,0
2021,MMR,SWE,Myanmar,Sweden,6,5,0,0,0,0,0
2021,MMR,CHE,Myanmar,Switzerland,41,5,0,0,0,0,0
2021,MMR,THA,Myanmar,Thailand,96086,0,0,0,0,198,0
2021,MMR,UKR,Myanmar,Ukraine,0,6,0,0,0,0,0
2021,MMR,USA,Myanmar,United States of America,1223,3096,0,0,0,0,0
2022,MMR,ARM,Myanmar,Armenia,5,0,0,0,0,0,0
2022,MMR,AUS,Myanmar,Australia,626,1098,0,0,0,0,0
2022,MMR,AUT,Myanmar,Austria,37,12,0,0,0,0,0
2022,MMR,BEL,Myanmar,Belgium,7,0,0,0,0,0,0
2022,MMR,BGD,Myanmar,Bangladesh,952365,5,0,0,0,0,0
2022,MMR,BRA,Myanmar,Brazil,5,5,0,0,0,0,0
2022,MMR,KHM,Myanmar,Cambodia,8,7,0,0,0,0,0
2022,MMR,CAN,Myanmar,Canada,57,38,0,0,0,0,0
2022,MMR,CZE,Myanmar,Czechia,166,0,0,0,0,0,0
2022,MMR,DNK,Myanmar,Denmark,13,13,0,0,0,0,0
2022,MMR,FIN,Myanmar,Finland,31,9,0,0,0,0,0
2022,MMR,FRA,Myanmar,France,378,34,0,0,0,0,0
2022,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,319,210,0,0,0,0,0
2022,MMR,GEO,Myanmar,Georgia,0,14,0,0,0,0,0
2022,MMR,DEU,Myanmar,Germany,760,395,0,0,0,0,0
2022,MMR,GRC,Myanmar,Greece,108,5,0,0,0,0,0
2022,MMR,IND,Myanmar,India,67482,7125,0,0,0,0,0
2022,MMR,IDN,Myanmar,Indonesia,453,457,0,0,0,0,0
2022,MMR,IRL,Myanmar,Ireland,14,9,0,0,0,0,0
2022,MMR,IRN,Myanmar,Iran (Islamic Republic of),0,34,0,0,0,0,0
2022,MMR,ISR,Myanmar,Israel,0,217,0,0,0,0,0
2022,MMR,ITA,Myanmar,Italy,14,11,0,0,0,0,0
2022,MMR,JPN,Myanmar,Japan,11764,0,0,0,0,0,0
2022,MMR,KOR,Myanmar,Republic of Korea,477,385,0,0,0,0,0
2022,MMR,LKA,Myanmar,Sri Lanka,36,0,0,0,0,0,0
2022,MMR,LUX,Myanmar,Luxembourg,0,5,0,0,0,0,0
2022,MMR,MYS,Myanmar,Malaysia,123563,34602,0,0,0,0,0
2022,MMR,MMR,Myanmar,Myanmar,0,0,0,1504848,0,0,0
2022,MMR,NPL,Myanmar,Nepal,374,91,0,0,0,0,0
2022,MMR,NLD,Myanmar,Netherlands (Kingdom of the),430,55,0,0,0,0,0
2022,MMR,NOR,Myanmar,Norway,23,8,0,0,0,0,0
2022,MMR,NRU,Myanmar,Nauru,5,0,0,0,0,0,0
2022,MMR,NZL,Myanmar,New Zealand,19,17,0,0,0,0,0
2022,MMR,PAK,Myanmar,Pakistan,24,31,0,0,0,0,0
2022,MMR,PHL,Myanmar,Philippines,10,5,0,0,0,0,0
2022,MMR,PRT,Myanmar,Portugal,0,5,0,0,0,0,0
2022,MMR,ROU,Myanmar,Romania,31,0,0,0,0,0,0
2022,MMR,ESP,Myanmar,Spain,15,0,0,0,0,0,0
2022,MMR,SWE,Myanmar,Sweden,9,9,0,0,0,0,0
2022,MMR,CHE,Myanmar,Switzerland,49,17,0,0,0,0,0
2022,MMR,THA,Myanmar,Thailand,90619,0,0,0,0,321,0
2022,MMR,USA,Myanmar,United States of America,1322,3773,0,0,0,0,0
2023,MMR,ARM,Myanmar,Armenia,9,0,0,0,0,0,0
2023,MMR,AUS,Myanmar,Australia,1310,613,0,0,0,0,0
2023,MMR,AUT,Myanmar,Austria,25,11,0,0,0,0,0
2023,MMR,BEL,Myanmar,Belgium,9,0,0,0,0,0,0
2023,MMR,BGD,Myanmar,Bangladesh,971964,0,0,0,0,0,0
2023,MMR,BRA,Myanmar,Brazil,5,0,0,0,0,0,0
2023,MMR,KHM,Myanmar,Cambodia,8,5,0,0,0,0,0
2023,MMR,CAN,Myanmar,Canada,98,61,0,0,0,0,0
2023,MMR,CZE,Myanmar,Czechia,198,0,0,0,0,0,0
2023,MMR,DNK,Myanmar,Denmark,12,29,0,0,0,0,0
2023,MMR,FIN,Myanmar,Finland,37,17,0,0,0,0,0
2023,MMR,FRA,Myanmar,France,405,36,0,0,0,0,0
2023,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,400,266,0,0,0,0,0
2023,MMR,DEU,Myanmar,Germany,1080,465,0,0,0,0,0
2023,MMR,GRC,Myanmar,Greece,126,8,0,0,0,0,0
2023,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2023,MMR,IND,Myanmar,India,76513,7243,0,0,0,0,0
2023,MMR,IDN,Myanmar,Indonesia,362,1701,0,0,0,0,0
2023,MMR,IRL,Myanmar,Ireland,18,9,0,0,0,0,0
2023,MMR,ISR,Myanmar,Israel,0,238,0,0,0,0,0
2023,MMR,ITA,Myanmar,Italy,57,20,0,0,0,0,0
2023,MMR,JPN,Myanmar,Japan,18263,0,0,0,0,0,0
2023,MMR,KOR,Myanmar,Republic of Korea,505,479,0,0,0,0,0
2023,MMR,LKA,Myanmar,Sri Lanka,111,0,0,0,0,0,0
2023,MMR,LUX,Myanmar,Luxembourg,5,0,0,0,0,0,0
2023,MMR,MYS,Myanmar,Malaysia,125698,36745,0,0,0,0,0
2023,MMR,MMR,Myanmar,Myanmar,0,0,0,2607645,0,0,0
2023,MMR,NPL,Myanmar,Nepal,411,91,0,0,0,0,0
2023,MMR,NLD,Myanmar,Netherlands (Kingdom of the),410,63,0,0,0,0,0
2023,MMR,NOR,Myanmar,Norway,21,15,0,0,0,0,0
2023,MMR,NZL,Myanmar,New Zealand,29,24,0,0,0,0,0
2023,MMR,PAK,Myanmar,Pakistan,27,32,0,0,0,0,0
2023,MMR,PHL,Myanmar,Philippines,9,21,0,0,0,0,0
2023,MMR,PRT,Myanmar,Portugal,0,5,0,0,0,0,0
2023,MMR,ROU,Myanmar,Romania,24,0,0,0,0,0,0
2023,MMR,ESP,Myanmar,Spain,13,0,0,0,0,0,0
2023,MMR,SWE,Myanmar,Sweden,22,0,0,0,0,0,0
2023,MMR,CHE,Myanmar,Switzerland,65,20,0,0,0,0,0
2023,MMR,THA,Myanmar,Thailand,83821,0,0,0,0,584,0
2023,MMR,USA,Myanmar,United States of America,1351,6419,0,0,0,0,0
2024,MMR,EGY,Myanmar,Egypt,0,5,0,0,0,0,0
2024,MMR,ARM,Myanmar,Armenia,9,0,0,0,0,0,0
2024,MMR,AUS,Myanmar,Australia,1760,648,0,0,0,0,0
2024,MMR,AUT,Myanmar,Austria,26,12,0,0,0,0,0
2024,MMR,BEL,Myanmar,Belgium,11,8,0,0,0,0,0
2024,MMR,BGD,Myanmar,Bangladesh,1005561,35,0,0,0,0,0
2024,MMR,BRA,Myanmar,Brazil,5,0,0,0,0,0,0
2024,MMR,KHM,Myanmar,Cambodia,8,5,0,0,0,0,0
2024,MMR,CAN,Myanmar,Canada,123,294,0,0,0,0,0
2024,MMR,CZE,Myanmar,Czechia,219,9,0,0,0,0,0
2024,MMR,DNK,Myanmar,Denmark,1178,32,0,0,0,0,0
2024,MMR,FIN,Myanmar,Finland,45,20,0,0,0,0,0
2024,MMR,FRA,Myanmar,France,474,48,0,0,0,0,0
2024,MMR,GBR,Myanmar,United Kingdom of Great Britain and Northern Ireland,505,537,0,0,0,0,0
2024,MMR,DEU,Myanmar,Germany,1305,371,0,0,0,0,0
2024,MMR,GRC,Myanmar,Greece,26,5,0,0,0,0,0
2024,MMR,HUN,Myanmar,Hungary,5,0,0,0,0,0,0
2024,MMR,IND,Myanmar,India,72826,8856,0,0,0,0,0
2024,MMR,IDN,Myanmar,Indonesia,817,1862,0,0,0,0,0
2024,MMR,IRL,Myanmar,Ireland,21,29,0,0,0,0,0
2024,MMR,ISR,Myanmar,Israel,0,238,0,0,0,0,0
2024,MMR,ITA,Myanmar,Italy,53,27,0,0,0,0,0
2024,MMR,JPN,Myanmar,Japan,24761,0,0,0,0,0,0
2024,MMR,KOR,Myanmar,Republic of Korea,529,665,0,0,0,0,0
2024,MMR,LKA,Myanmar,Sri Lanka,112,117,0,0,0,0,0
2024,MMR,LUX,Myanmar,Luxembourg,5,0,0,0,0,0,0
2024,MMR,MYS,Myanmar,Malaysia,128365,42169,0,0,0,0,0
2024,MMR,MMR,Myanmar,Myanmar,0,0,0,3513867,0,0,0
2024,MMR,NPL,Myanmar,Nepal,427,66,0,0,0,0,0
2024,MMR,NLD,Myanmar,Netherlands (Kingdom of the),391,92,0,0,0,0,0
2024,MMR,NOR,Myanmar,Norway,153,14,0,0,0,0,0
2024,MMR,NZL,Myanmar,New Zealand,58,38,0,0,0,0,0
2024,MMR,PAK,Myanmar,Pakistan,28,32,0,0,0,0,0
2024,MMR,PHL,Myanmar,Philippines,15,37,0,0,0,0,0
2024,MMR,PRT,Myanmar,Portugal,0,5,0,0,0,0,0
2024,MMR,ROU,Myanmar,Romania,20,0,0,0,0,0,0
2024,MMR,ESP,Myanmar,Spain,14,5,0,0,0,0,0
2024,MMR,SWE,Myanmar,Sweden,207,6,0,0,0,0,0
2024,MMR,CHE,Myanmar,Switzerland,73,33,0,0,0,0,0
2024,MMR,THA,Myanmar,Thailand,81005,0,0,0,0,513,0
2024,MMR,USA,Myanmar,United States of America,1363,9626,0,0,0,0,0
